Order Date,Ship Mode,Segment,Country,Market,Category,Sub Category,Product Name,Quantity,Sales,Discount,Profit,Shipping Cost,Year
2014-07-31,Standard Class,Consumer,United States,US,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,5,90,0.0,43.176,2.41,2014
2014-08-07,Standard Class,Home Office,United States,US,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",5,825,0.0,247.485,99.1,2014
2014-08-13,Same Day,Corporate,United States,US,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,5,1780,0.0,373.779,20.17,2014
2014-08-19,Standard Class,Consumer,United States,US,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",2,23,0.0,7.6494,1.49,2014
2014-09-16,Second Class,Consumer,United States,US,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3,783,0.0,203.5644,123.26,2014
2014-09-16,Second Class,Consumer,United States,US,Technology,Phones,GE DSL Phone Line Filter,1,40,0.0,11.5971,5.2,2014
2014-09-16,Standard Class,Corporate,United States,US,Furniture,Chairs,SAFCO Folding Chair Trolley,4,513,0.0,143.6288,88.83,2014
2014-09-16,Standard Class,Corporate,United States,US,Technology,Phones,Plantronics 81402,6,396,0.0,102.9444,40.6,2014
2014-09-16,Standard Class,Home Office,United States,US,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,2,60,0.0,10.7964,3.18,2014
2014-09-18,Standard Class,Consumer,United States,US,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,4,480,0.0,225.6,27.47,2014
2014-09-23,First Class,Consumer,United States,US,Technology,Phones,GE 30524EE4,2,392,0.0,113.6742,155.34,2014
2014-09-25,Same Day,Corporate,United States,US,Technology,Phones,Panasonic KX-TG9471B,2,392,0.0,109.7544,39.68,2014
2014-09-25,Same Day,Corporate,United States,US,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,3,438,0.0,131.355,27.02,2014
2014-10-13,Standard Class,Consumer,United States,US,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",5,2155,0.0,129.294,426.05,2014
2014-10-13,Standard Class,Consumer,United States,US,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,3,45,0.0,4.95,4.83,2014
2014-11-08,Second Class,Corporate,United States,US,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,3,273,0.0,43.6752,38.37,2014
2014-11-10,Second Class,Corporate,United States,US,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,3,827,0.0,355.4466,176.78,2014
2014-11-18,Standard Class,Consumer,United States,US,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,3,10500,0.0,5039.9856,363.19,2014
2014-12-02,Standard Class,Home Office,United States,US,Furniture,Chairs,Global Comet Stacking Armless Chair,3,897,0.0,251.202,58.41,2014
2014-12-03,First Class,Consumer,United States,US,Technology,Phones,GE 30524EE4,5,980,0.0,284.1855,240.88,2014
2014-12-05,Standard Class,Consumer,United States,US,Furniture,Chairs,Global Low Back Tilter Chair,3,303,0.0,18.1764,22.38,2014
2014-12-05,Standard Class,Consumer,United States,US,Furniture,Chairs,"Global Value Steno Chair, Gray",3,182,0.0,45.555,7.9,2014
2014-12-06,Standard Class,Corporate,United States,US,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,7,205,0.0,67.6599,9.36,2014
2014-12-12,Standard Class,Corporate,United States,US,Technology,Phones,Plantronics MX500i Earset,3,129,0.0,3.8655,10.17,2014
2014-12-15,Standard Class,Home Office,United States,US,Technology,Copiers,Canon PC1080F Personal Copier,2,1200,0.0,467.9922,150.76,2014
2014-12-22,Standard Class,Consumer,United States,US,Technology,Phones,Jabra SPEAK 410,3,282,0.0,78.9516,40.87,2014
2014-12-23,Second Class,Corporate,United States,US,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",1,221,0.0,50.8254,12.61,2014
2014-12-26,Standard Class,Consumer,United States,US,Technology,Accessories,Memorex Micro Travel Drive 4 GB,3,32,0.0,13.674,0.81,2014
2011-01-12,First Class,Consumer,United States,US,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",2,10,0.0,3.0814,2.69,2011
2011-05-04,Same Day,Consumer,United States,US,Furniture,Furnishings,DAX Wood Document Frame,2,27,0.0,9.8856,6.23,2011
2011-05-20,Second Class,Corporate,United States,US,Furniture,Furnishings,24-Hour Round Wall Clock,7,140,0.0,60.1398,17.13,2011
2011-07-11,Standard Class,Corporate,United States,US,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,9,124,0.0,52.1262,8.53,2011
2011-08-26,Standard Class,Consumer,United States,US,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,4,11,0.0,4.0584,0.86,2011
2011-09-10,First Class,Consumer,United States,US,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",5,255,0.0,76.47,39.53,2011
2011-09-20,Standard Class,Consumer,United States,US,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",3,164,0.0,50.9082,12.86,2011
2011-09-27,Standard Class,Corporate,United States,US,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",3,88,0.0,37.6422,10.76,2011
2011-10-31,Second Class,Consumer,United States,US,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",2,15,0.0,4.2804,2.37,2011
2011-10-31,Second Class,Consumer,United States,US,Furniture,Furnishings,Eldon Wave Desk Accessories,3,18,0.0,7.7748,1.53,2011
2011-11-17,Standard Class,Corporate,United States,US,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,3,124,0.0,14.9292,9.41,2011
2011-11-25,Second Class,Consumer,United States,US,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,2,53,0.0,20.1248,2.72,2011
2011-12-01,First Class,Consumer,United States,US,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",3,46,0.0,15.5856,5.84,2011
2011-12-01,First Class,Consumer,United States,US,Furniture,Furnishings,Ultra Door Push Plate,2,10,0.0,3.2406,1.27,2011
2011-12-02,Standard Class,Corporate,United States,US,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",3,61,0.0,23.6808,10.44,2011
2011-12-31,First Class,Home Office,United States,US,Furniture,Furnishings,Nu-Dell Executive Frame,5,63,0.0,23.384,1.22,2011
2012-04-30,Standard Class,Corporate,United States,US,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,9,0.0,3.792,0.63,2012
2012-04-30,Standard Class,Corporate,United States,US,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",5,31,0.0,13.188,2.73,2012
2012-04-30,Standard Class,Corporate,United States,US,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",5,24,0.0,10.449,2.03,2012
2012-05-31,Second Class,Corporate,United States,US,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,2,8,0.0,2.9808,0.91,2012
2012-05-31,Standard Class,Home Office,United States,US,Furniture,Furnishings,3M Hangers With Command Adhesive,6,22,0.0,9.102,1.67,2012
2012-07-09,Standard Class,Consumer,United States,US,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,2,182,0.0,20.0156,14.12,2012
2012-09-01,Standard Class,Home Office,United States,US,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,2,124,0.0,27.3592,6.57,2012
2012-09-11,Standard Class,Home Office,United States,US,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,4,9,0.0,3.9248,0.73,2012
2012-09-21,Same Day,Home Office,United States,US,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",2,85,0.0,14.501,10.89,2012
2012-11-14,Standard Class,Consumer,United States,US,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",3,76,0.0,26.649,7.05,2012
2012-11-27,Second Class,Home Office,United States,US,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",3,39,0.0,4.6764,7.46,2012
2013-01-17,Standard Class,Home Office,United States,US,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",3,323,0.0,64.518,17.79,2013
2013-02-14,First Class,Consumer,United States,US,Furniture,Furnishings,Regeneration Desk Collection,6,11,0.0,4.6464,1.64,2013
2013-03-18,Same Day,Consumer,United States,US,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,5,972,0.0,252.59,111.76,2013
2013-04-17,Standard Class,Corporate,United States,US,Furniture,Furnishings,Stacking Trays by OIC,2,10,0.0,3.2868,0.87,2013
2013-05-09,Second Class,Corporate,United States,US,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",2,212,0.0,42.392,20.29,2013
2013-05-18,First Class,Consumer,United States,US,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,4,173,0.0,17.324,15.19,2013
2013-05-27,Standard Class,Consumer,United States,US,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,3,41,0.0,17.3754,3.55,2013
2013-06-13,First Class,Consumer,United States,US,Furniture,Furnishings,Artistic Insta-Plaque,3,47,0.0,18.3456,17.37,2013
2013-07-23,Standard Class,Corporate,United States,US,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",3,27,0.0,9.3228,1.45,2013
2013-09-04,Second Class,Consumer,United States,US,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",2,15,0.0,4.2804,1.12,2013
2013-09-18,Standard Class,Consumer,United States,US,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",3,15,0.0,6.2244,1.36,2013
2013-09-18,Standard Class,Consumer,United States,US,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",3,192,0.0,61.3824,13.41,2013
2013-09-18,Standard Class,Corporate,United States,US,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",2,109,0.0,33.9388,9.78,2013
2013-10-29,Standard Class,Corporate,United States,US,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",4,78,0.0,38.024,2.89,2013
2013-11-15,Standard Class,Consumer,United States,US,Furniture,Furnishings,Stacking Trays by OIC,4,20,0.0,6.5736,2.14,2013
2013-11-25,Second Class,Corporate,United States,US,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",4,208,0.0,85.1816,38.57,2013
2013-11-28,Standard Class,Corporate,United States,US,Furniture,Furnishings,Ultra Door Pull Handle,3,32,0.0,10.4148,1.42,2013
2013-12-02,Second Class,Consumer,United States,US,Furniture,Furnishings,"Executive Impressions 14""",5,111,0.0,48.906,3.82,2013
2013-12-03,Standard Class,Home Office,United States,US,Furniture,Furnishings,Eldon 500 Class Desk Accessories,6,72,0.0,23.8986,4.27,2013
2013-12-06,Second Class,Corporate,United States,US,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,1,13,0.0,6.432,0.96,2013
2013-12-26,Standard Class,Corporate,United States,US,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",4,21,0.0,6.5472,1.55,2013
2014-01-13,Second Class,Home Office,United States,US,Furniture,Furnishings,Flat Face Poster Frame,2,38,0.0,15.8256,4.62,2014
2014-03-12,Standard Class,Home Office,United States,US,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",1,27,0.0,11.7568,1.6,2014
2014-04-15,Standard Class,Corporate,United States,US,Furniture,Furnishings,Tensor Computer Mounted Lamp,5,74,0.0,20.1015,4.04,2014
2014-05-03,Standard Class,Corporate,United States,US,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,3,130,0.0,12.993,10.24,2014
2014-05-13,Second Class,Consumer,United States,US,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",5,43,0.0,15.426,6.81,2014
2014-05-29,Second Class,Corporate,United States,US,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",8,247,0.0,101.4504,20.57,2014
2014-05-29,Standard Class,Corporate,United States,US,Furniture,Furnishings,DAX Wood Document Frame,2,27,0.0,9.8856,3.03,2014
2014-06-30,First Class,Corporate,United States,US,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",2,25,0.0,8.5544,2.2,2014
2014-07-04,First Class,Consumer,United States,US,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,1,102,0.0,26.598,24.14,2014
2014-07-09,Standard Class,Corporate,United States,US,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,4,84,0.0,5.8744,6.28,2014
2014-07-09,Standard Class,Corporate,United States,US,Furniture,Furnishings,Tensor Track Tree Floor Lamp,2,40,0.0,9.1954,3.19,2014
2014-08-22,Standard Class,Home Office,United States,US,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",2,25,0.0,8.5544,1.72,2014
2014-08-22,Standard Class,Home Office,United States,US,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",4,92,0.0,31.2528,3.42,2014
2014-09-16,Standard Class,Corporate,United States,US,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",5,47,0.0,18.96,7.59,2014
2014-10-05,Standard Class,Home Office,United States,US,Furniture,Furnishings,24-Hour Round Wall Clock,1,20,0.0,8.5914,2.41,2014
2014-10-13,Standard Class,Consumer,United States,US,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,2,40,0.0,17.4064,3.5,2014
2014-10-20,Standard Class,Corporate,United States,US,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",4,57,0.0,14.7056,5.79,2014
2014-10-24,First Class,Corporate,United States,US,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,2,211,0.0,50.5632,79.52,2014
2014-10-24,First Class,Corporate,United States,US,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",4,35,0.0,14.7,8.98,2014
2014-11-09,Standard Class,Corporate,United States,US,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,10,274,0.0,112.422,22.89,2014
2014-11-29,Standard Class,Home Office,United States,US,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",5,21,0.0,7.524,1.84,2014
2014-11-29,Standard Class,Home Office,United States,US,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,5,1049,0.0,272.792,159.11,2014
2014-12-05,Standard Class,Consumer,United States,US,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",1,13,0.0,1.5588,0.89,2014
2014-12-24,Standard Class,Corporate,United States,US,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",3,182,0.0,38.2095,10.2,2014
2014-12-24,Standard Class,Home Office,United States,US,Furniture,Furnishings,DAX Wood Document Frame,2,27,0.0,9.8856,1.89,2014
2011-01-27,First Class,Corporate,United States,US,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",2,142,0.0,39.7488,24.59,2011
2011-02-02,First Class,Consumer,United States,US,Technology,Accessories,Enermax Aurora Lite Keyboard,6,469,0.0,206.316,66.88,2011
2011-02-12,Second Class,Consumer,United States,US,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",1,61,0.0,15.2225,10.07,2011
2011-02-12,Second Class,Consumer,United States,US,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",3,333,0.0,53.2704,18.55,2011
2011-02-21,Standard Class,Corporate,United States,US,Furniture,Furnishings,"Master Caster Door Stop, Brown",4,20,0.0,6.9088,0.83,2011
2011-02-21,Standard Class,Corporate,United States,US,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,3,62,0.0,22.4316,3.97,2011
2011-03-28,Standard Class,Consumer,United States,US,Furniture,Tables,Hon 94000 Series Round Tables,4,1185,0.0,106.6248,108.8,2011
2011-05-12,First Class,Consumer,United States,US,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",7,35,0.0,10.7849,9.56,2011
2011-06-01,Second Class,Home Office,United States,US,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,7,2002,0.0,580.5394,81.39,2011
2011-06-16,Standard Class,Consumer,United States,US,Furniture,Chairs,"Global Geo Office Task Chair, Gray",8,648,0.0,32.392,39.24,2011
2011-07-15,Standard Class,Corporate,United States,US,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,3,3,0.0,1.3068,0.13,2011
2011-07-21,Standard Class,Consumer,United States,US,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,2,36,0.0,10.0744,1.73,2011
2011-08-02,Standard Class,Home Office,United States,US,Technology,Accessories,Memorex Micro Travel Drive 4 GB,2,21,0.0,9.116,0.94,2011
2011-09-07,Second Class,Consumer,United States,US,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",6,822,0.0,213.6888,176.04,2011
2011-09-07,Second Class,Consumer,United States,US,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",3,58,0.0,23.6529,4.22,2011
2011-09-07,Second Class,Consumer,United States,US,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,3,105,0.0,28.3095,17.61,2011
2011-09-07,Standard Class,Home Office,United States,US,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",2,162,0.0,45.3488,15.81,2011
2011-09-07,Standard Class,Home Office,United States,US,Furniture,Tables,KI Adjustable-Height Table,5,430,0.0,111.774,37.95,2011
2011-09-12,Standard Class,Home Office,United States,US,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",2,41,0.0,12.9792,3.43,2011
2011-09-12,Standard Class,Home Office,United States,US,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,5,57,0.0,10.906,3.84,2011
2011-10-28,Standard Class,Corporate,United States,US,Technology,Phones,Digium D40 VoIP phone,2,258,0.0,74.8142,21.72,2011
2011-10-29,Standard Class,Corporate,United States,US,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2,2,0.0,0.891,0.23,2011
2011-11-03,Standard Class,Corporate,United States,US,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,3,90,0.0,18.8937,13.48,2011
2011-11-16,Standard Class,Home Office,United States,US,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,2,274,0.0,10.9584,24.01,2011
2011-11-17,Standard Class,Home Office,United States,US,Furniture,Chairs,Global Super Steno Chair,5,480,0.0,81.583,38.22,2011
2011-11-18,Standard Class,Corporate,United States,US,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,3,393,0.0,43.2234,38.5,2011
2011-11-19,Standard Class,Consumer,United States,US,Technology,Phones,Jabra SPEAK 410,3,282,0.0,78.9516,17.93,2011
2011-11-24,Second Class,Consumer,United States,US,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,7,112,0.0,43.5981,9.51,2011
2011-12-01,First Class,Consumer,United States,US,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,8,2808,0.0,673.8816,487.15,2011
2011-12-03,Standard Class,Consumer,United States,US,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,4,480,0.0,134.3888,34.21,2011
2011-12-29,Standard Class,Consumer,United States,US,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,4,120,0.0,47.92,8.19,2011
2011-12-31,Standard Class,Corporate,United States,US,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,7,48,0.0,16.1602,3.61,2011
2012-01-31,Second Class,Consumer,United States,US,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",3,53,0.0,16.5354,4.62,2012
2012-02-03,First Class,Consumer,United States,US,Furniture,Furnishings,Coloredge Poster Frame,2,28,0.0,11.076,14.94,2012
2012-02-03,First Class,Consumer,United States,US,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,3,150,0.0,50.9898,45.16,2012
2012-02-15,Standard Class,Corporate,United States,US,Technology,Accessories,Maxell LTO Ultrium - 800 GB,5,140,0.0,26.5905,7.54,2012
2012-02-15,Standard Class,Corporate,United States,US,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,3,135,0.0,64.7856,11.15,2012
2012-02-15,Standard Class,Corporate,United States,US,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),2,700,0.0,195.9944,66.38,2012
2012-03-05,Standard Class,Consumer,United States,US,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,2,24,0.0,6.6976,1.34,2012
2012-03-08,Standard Class,Consumer,United States,US,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",3,513,0.0,97.4586,26.07,2012
2012-03-08,Standard Class,Consumer,United States,US,Furniture,Chairs,Hon Mobius Operator's Chair,7,861,0.0,189.4046,32.54,2012
2012-03-08,Standard Class,Consumer,United States,US,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,6,373,0.0,82.0776,74.23,2012
2012-03-08,Standard Class,Consumer,United States,US,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,5,770,0.0,223.2855,51.27,2012
2012-04-18,Standard Class,Consumer,United States,US,Furniture,Chairs,"Global Leather Task Chair, Black",1,90,0.0,17.0981,8.69,2012
2012-04-18,Standard Class,Consumer,United States,US,Furniture,Furnishings,Longer-Life Soft White Bulbs,2,6,0.0,2.9568,0.35,2012
2012-05-08,Standard Class,Consumer,United States,US,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",3,124,0.0,11.1564,13.64,2012
2012-05-08,Standard Class,Consumer,United States,US,Technology,Phones,VTech DS6151,3,378,0.0,105.8316,31.05,2012
2012-05-31,Standard Class,Consumer,United States,US,Furniture,Chairs,Hon Pagoda Stacking Chairs,8,2568,0.0,770.352,116.03,2012
2012-06-29,Standard Class,Home Office,United States,US,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,2,270,0.0,72.8946,15.94,2012
2012-07-04,Standard Class,Consumer,United States,US,Technology,Phones,Mitel MiVoice 5330e IP Phone,4,1100,0.0,285.9896,75.89,2012
2012-07-20,Second Class,Consumer,United States,US,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,5,831,0.0,124.68,60.17,2012
2012-07-30,First Class,Home Office,United States,US,Furniture,Chairs,"Global Stack Chair without Arms, Black",6,156,0.0,38.97,4.3,2012
2012-08-07,First Class,Consumer,United States,US,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",3,213,0.0,34.0704,62.42,2012
2012-08-09,Second Class,Home Office,United States,US,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,5,687,0.0,48.118,58.73,2012
2012-09-05,Standard Class,Corporate,United States,US,Furniture,Furnishings,Longer-Life Soft White Bulbs,2,6,0.0,2.9568,0.54,2012
2012-09-13,Standard Class,Consumer,United States,US,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,7,1516,0.0,394.212,132.78,2012
2012-09-13,Standard Class,Consumer,United States,US,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,4,200,0.0,15.9968,13.62,2012
2012-09-24,First Class,Home Office,United States,US,Technology,Phones,AT&T 1080 Phone,6,822,0.0,213.7044,125.04,2012
2012-09-24,Standard Class,Home Office,United States,US,Furniture,Chairs,Hon Olson Stacker Stools,10,1408,0.0,394.268,113.71,2012
2012-10-12,Second Class,Consumer,United States,US,Technology,Phones,AT&T 17929 Lendline Telephone,3,136,0.0,35.2872,16.14,2012
2012-10-12,Second Class,Consumer,United States,US,Technology,Phones,Samsung Rugby III,4,264,0.0,71.2692,40.38,2012
2012-11-08,Standard Class,Consumer,United States,US,Technology,Phones,Cisco SPA508G,4,264,0.0,76.5484,28.87,2012
2012-11-09,Standard Class,Consumer,United States,US,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,7,1024,0.0,215.1198,62.17,2012
2012-11-10,Standard Class,Home Office,United States,US,Furniture,Furnishings,Staples,3,29,0.0,12.8568,2.72,2012
2012-11-10,Standard Class,Home Office,United States,US,Technology,Copiers,Sharp 1540cs Digital Laser Copier,1,550,0.0,274.995,8.65,2012
2012-11-13,Standard Class,Consumer,United States,US,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,3,51,0.0,13.2522,4.95,2012
2012-11-16,Second Class,Home Office,United States,US,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",6,186,0.0,76.0878,20.81,2012
2012-11-16,Second Class,Home Office,United States,US,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3,654,0.0,111.1035,43.33,2012
2012-11-16,Second Class,Home Office,United States,US,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",3,214,0.0,36.3987,16.33,2012
2012-11-16,Second Class,Home Office,United States,US,Technology,Accessories,Logitech diNovo Edge Keyboard,4,1000,0.0,229.9908,40.42,2012
2012-11-17,Standard Class,Consumer,United States,US,Furniture,Chairs,Hon Olson Stacker Chairs,5,1324,0.0,383.931,121.4,2012
2012-11-21,Second Class,Consumer,United States,US,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,3,394,0.0,165.2868,124.78,2012
2012-11-21,Second Class,Consumer,United States,US,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,2,84,0.0,22.653,26.83,2012
2012-11-26,Standard Class,Corporate,United States,US,Technology,Copiers,Canon PC1080F Personal Copier,1,600,0.0,233.9961,15.58,2012
2012-12-06,Second Class,Home Office,United States,US,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,2,1000,0.0,449.991,334.26,2012
2012-12-24,Standard Class,Corporate,United States,US,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",2,10,0.0,3.7752,0.64,2012
2012-12-24,Standard Class,Corporate,United States,US,Technology,Copiers,Canon PC1060 Personal Laser Copier,7,4900,0.0,2302.9671,350.09,2012
2012-12-27,First Class,Consumer,United States,US,Technology,Phones,Cisco SPA 502G IP Phone,2,240,0.0,71.97,43.2,2012
2013-01-03,Standard Class,Corporate,United States,US,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",7,1593,0.0,350.427,62.7,2013
2013-01-08,Standard Class,Corporate,United States,US,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",6,1566,0.0,407.1288,102.06,2013
2013-02-11,First Class,Corporate,United States,US,Technology,Phones,Mediabridge Sport Armband iPhone 5s,7,70,0.0,0.6993,11.11,2013
2013-03-04,Second Class,Consumer,United States,US,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,3,135,0.0,37.758,8.68,2013
